,Unnamed: 0,einID,einStichtag,einRPOM,einEOM,strkey,Hausnummer_Zusatz,PLZ,einKLRG,Schulbezirk,einGebID,einWohnsitzart,Geschlecht,Religion,Staatange#1,Staatange#2,ADA,einGeburtstag,einAlter,einAlter_Monate,einZuzugsdatum,einZuzugsalter,einFamiliebestand,einPartner_geschlecht,einPartner_Staatangehörigkeit,einEhestaat
24125,24125,76513,2025-06-30,0,0,1144,133L,67065,51221211,240,0,40,2,oa,0,,1,1987-08-30,38,456,2018-03-01,7,1,9,998,9
130612,130612,28718,2025-06-30,0,0,702,46,67071,35111321,440,0,40,1,ev,0,,1,1996-03-28,29,353,1996-03-28,29,1,9,998,9
59147,59147,19164,2025-06-30,0,0,250,30,67063,15260432,610,0,40,2,oa,0,,1,1990-02-18,35,426,1990-02-18,35,1,9,998,9
32129,32129,159099,2025-06-30,0,0,125,48,67059,11150341,110,0,20,1,oa,0,129.0,2,2005-09-10,20,240,2021-09-01,4,1,9,998,9
124447,124447,73141,2025-06-30,0,0,676,24,67069,23430112,530,0,40,1,rk,0,,1,1939-02-03,86,1039,2025-01-01,0,3,9,998,9
15138,15138,121220,2025-06-30,0,0,1096,24,67065,51330331,220,0,40,2,oa,125,,3,2013-10-31,11,142,2018-04-01,7,1,9,998,9
6842,6842,99502,2025-06-30,0,0,1035,54,67063,15230431,610,0,40,2,so,430,,3,1981-01-27,44,535,2005-05-12,20,4,9,998,9
38138,38138,154903,2025-06-30,0,0,145,85,67059,11140121,110,0,40,2,oa,154,,3,2021-01-09,4,56,2021-01-09,4,1,9,998,9
123083,123083,148248,2025-06-30,0,0,667,9,67065,52152011,230,0,40,1,oa,0,154.0,2,2022-11-09,2,34,2022-11-09,2,1,9,998,9
71158,71158,60170,2025-06-30,0,0,328,9,67067,41210511,330,0,40,1,rk,0,,1,1963-01-02,62,752,1963-01-02,62,2,2,0,1
153338,153338,157752,2025-06-30,0,0,837,15,67069,21130221,510,0,40,2,oa,422,,3,2021-12-17,3,45,2021-12-17,3,1,9,998,9
86486,86486,106436,2025-06-30,0,0,427,4,67071,31310821,420,0,40,1,rk,137,,3,2005-10-24,19,238,2011-01-11,14,1,9,998,9
172905,172905,14309,2025-06-30,0,0,948,16,67071,31330431,420,0,40,2,ev,0,,1,2006-09-08,19,228,2006-09-08,19,1,9,998,9
145365,145365,161837,2025-06-30,0,0,788,19,67065,51320111,220,0,40,2,oa,125,,3,2002-03-09,23,282,2022-12-01,2,1,9,998,9
83289,83289,69547,2025-06-30,0,0,400,7,67071,35121021,440,0,40,2,rk,0,152.0,2,2013-10-09,11,143,2013-10-09,11,1,9,998,9
44764,44764,122426,2025-06-30,0,0,177,12,67059,14120821,730,0,40,1,oa,0,163.0,2,2017-06-04,8,99,2017-06-04,8,1,9,998,9
133453,133453,172077,2025-06-30,0,0,722,159,67065,41131511,310,0,40,1,oa,163,,3,2009-09-08,16,192,2024-03-01,1,1,9,998,9
144580,144580,38470,2025-06-30,0,0,77,39B,67063,13220111,720,0,40,2,oa,0,,1,1971-06-11,54,651,2025-01-01,0,2,1,0,1
80097,80097,106148,2025-06-30,0,0,378,10,67069,22161211,520,0,40,2,oa,0,,1,1965-08-26,60,720,2011-01-25,14,2,1,0,1
112543,112543,65462,2025-06-30,0,0,598,34,67065,51211431,220,0,40,2,so,134,,3,1966-06-20,59,710,2012-07-26,13,2,1,134,3
139029,139029,23491,2025-06-30,0,0,758,144,67061,12350641,130,0,40,1,oa,0,,1,1961-06-17,64,771,1961-07-04,64,2,2,0,1
649,649,68454,2025-06-30,0,0,1004,27,67071,31321711,430,0,40,2,so,144,,3,1977-02-10,48,583,2025-01-01,0,2,1,144,3
47687,47687,175642,2025-06-30,0,0,182,54,67069,23410431,530,0,40,2,oa,0,,1,2024-06-25,1,14,2024-06-25,1,1,9,998,9
42689,42689,181667,2025-06-30,0,0,169,14,67063,15220741,610,0,40,2,ev,0,,1,2004-09-10,21,252,2023-08-17,2,1,9,998,9
86394,86394,15775,2025-06-30,0,0,425,7,67061,12330511,130,0,40,1,ev,0,,1,1953-02-05,72,871,1985-05-01,40,2,1,0,1
170022,170022,84211,2025-06-30,0,0,926,14,67067,41140342,310,0,40,2,oa,0,,1,1965-09-19,59,719,2025-01-01,0,2,1,0,1
14966,14966,114807,2025-06-30,0,0,1096,13,67065,51340321,220,0,40,1,oa,0,,1,2015-10-07,9,119,2015-10-07,9,1,9,998,9
140758,140758,140932,2025-06-30,0,0,758,28,67061,51370311,220,0,40,2,oa,0,,1,2019-04-22,6,76,2019-04-22,6,1,9,998,9
76051,76051,98107,2025-06-30,0,0,356,87,67065,41431211,240,0,40,1,oa,154,,3,1979-04-24,46,556,2011-01-17,14,4,9,998,9
119051,119051,157031,2025-06-30,0,0,636,111A,67061,12340121,130,0,40,2,oa,0,160.0,2,1990-12-12,34,417,2023-05-01,2,1,9,998,9
17579,17579,182199,2025-06-30,0,0,1101,8,67063,15160241,620,0,40,1,ev,0,129.0,2,2023-04-04,2,29,2023-04-04,2,1,9,998,9
16199,16199,65226,2025-06-30,0,0,109,69,67059,14140621,730,0,40,1,oa,163,,3,1972-04-14,53,641,2013-09-30,11,2,2,163,3
72151,72151,91123,2025-06-30,0,0,339,14,67071,31470122,430,0,40,2,so,0,,1,1976-08-25,49,588,1976-08-25,49,2,1,163,2
4412,4412,7963,2025-06-30,0,0,1019,3,67063,15210111,610,0,40,2,so,0,,1,1944-04-23,81,976,2012-04-25,13,3,9,998,9
52151,52151,18961,2025-06-30,0,0,207,6A,67071,31310921,420,0,40,1,rk,0,137.0,2,1997-02-27,28,342,1997-02-27,28,1,9,998,9
30150,30150,111660,2025-06-30,0,0,118,61,67059,11220211,110,0,40,2,oa,0,163.0,2,2013-02-20,12,150,2013-02-20,12,1,9,998,9
150383,150383,74485,2025-06-30,0,0,821,33,67065,41420111,240,0,40,1,oa,0,,1,1941-08-29,84,1008,1941-08-29,84,3,9,998,9
48052,48052,89396,2025-06-30,0,0,184,66,67069,22161251,520,0,40,2,oa,0,,1,1971-05-12,54,652,2015-08-06,10,2,1,0,1
18607,18607,79003,2025-06-30,0,0,1106,81,67067,41310611,240,0,40,2,rk,0,,1,1958-07-17,67,806,1958-07-17,67,2,1,0,1
112790,112790,60093,2025-06-30,0,0,59,128,67071,31130111,410,0,40,1,rk,0,137.0,2,2007-01-29,18,223,2012-06-15,13,1,9,998,9
97106,97106,47821,2025-06-30,0,0,482,48,67069,21131211,510,0,40,2,rk,0,,1,1943-10-07,81,983,1974-07-01,51,3,9,998,9
23527,23527,115043,2025-06-30,0,0,1140,6,67059,11150633,110,0,40,1,oa,125,,3,2002-06-06,23,279,2024-01-15,1,2,2,125,3
33359,33359,88179,2025-06-30,0,0,129,14A,67071,31480512,430,0,40,1,oa,163,,3,1968-10-13,56,683,1999-10-01,25,4,9,998,9
140817,140817,54311,2025-06-30,0,0,758,32,67061,51371111,220,0,40,2,rk,0,,1,1956-03-03,69,834,1987-06-30,38,4,9,998,9
142693,142693,27394,2025-06-30,0,0,770,37,67065,52151511,230,0,40,1,oa,0,,1,1989-09-13,36,432,1989-09-13,36,2,2,0,1
139199,139199,89420,2025-06-30,0,0,758,151,67061,12280521,120,0,40,1,oa,0,,1,1957-09-09,68,816,2005-11-01,19,2,2,0,1
80689,80689,13876,2025-06-30,0,0,385,34,67069,22150111,520,0,40,2,ev,0,,1,1953-01-12,72,872,1979-07-15,46,2,1,0,1
143864,143864,143467,2025-06-30,0,0,777,40,67071,31320831,420,0,40,1,oa,475,,3,2000-01-20,25,307,2023-11-28,1,5,9,998,9
45633,45633,141496,2025-06-30,0,0,17,22,67071,31142811,410,0,40,1,rk,0,,1,1953-01-05,72,872,2019-07-30,6,2,2,0,1
116862,116862,80189,2025-06-30,0,0,618,66,67069,22160511,520,0,40,2,oa,0,,1,1962-03-06,63,762,2018-08-24,7,2,1,0,1
137238,137238,158974,2025-06-30,0,0,747,30,67071,31341234,430,0,40,1,so,150,,3,2010-10-15,14,179,2020-08-14,5,1,9,998,9
50913,50913,74995,2025-06-30,0,0,202,26,67067,52161412,230,0,40,1,oa,0,129.0,2,1971-04-11,54,653,2009-12-15,15,2,2,0,1
138815,138815,112913,2025-06-30,0,0,755,71,67069,22141111,520,0,40,1,oa,0,,1,2001-06-12,24,291,2015-03-01,10,1,9,998,9
51395,51395,108463,2025-06-30,0,0,203,34A,67071,31151811,410,0,40,2,so,0,252.0,2,1983-09-07,42,504,2011-04-01,14,2,1,0,1
166771,166771,174283,2025-06-30,0,0,907,91,67061,12250411,120,0,40,2,ev,0,,1,2004-04-08,21,257,2024-11-01,0,1,9,998,9
172492,172492,154723,2025-06-30,0,0,944,10,67067,42150241,320,0,40,1,ev,0,,1,2017-03-02,8,102,2022-09-15,3,1,9,998,9
158891,158891,12359,2025-06-30,0,0,869,12,67071,31351232,420,0,40,1,rk,0,,1,1950-09-17,75,900,1950-09-17,75,2,2,0,1
98817,98817,10742,2025-06-30,0,0,503,17,67065,42101712,320,0,40,2,ev,0,,1,1985-10-21,39,478,2025-01-01,0,2,1,0,1
62529,62529,122480,2025-06-30,0,0,268,19,67067,52160841,230,0,40,1,rk,0,137.0,2,2017-09-06,8,96,2017-09-06,8,1,9,998,9
172678,172678,90738,2025-06-30,0,0,945,3,67061,12340511,130,0,40,2,oa,0,,1,1973-02-07,52,631,2014-05-21,11,2,1,0,1
177248,177248,48067,2025-06-30,0,0,969,12,67061,12280241,120,0,40,1,oa,0,,1,1971-08-08,54,649,2001-08-15,24,2,2,0,1
65495,65495,128548,2025-06-30,0,0,285,8,67063,15260131,610,0,40,1,oa,0,137.0,2,2016-02-24,9,114,2016-02-24,9,1,9,998,9
33698,33698,103190,2025-06-30,0,0,129,20,67071,31480523,430,0,40,1,oa,0,154.0,2,1979-09-01,46,552,2010-06-01,15,2,2,0,1
152590,152590,36730,2025-06-30,0,0,834,22,67071,31440212,430,0,40,1,rk,0,,1,2002-06-26,23,278,2002-06-26,23,1,9,998,9
102435,102435,26545,2025-06-30,0,0,545,53,67067,52161141,230,0,40,1,oa,0,163.0,2,2006-08-04,19,229,2006-08-04,19,1,9,998,9
63688,63688,113401,2025-06-30,0,0,275,38,67071,35111231,440,0,40,1,oa,122,,3,1966-12-20,58,704,2017-12-01,7,2,2,122,3
96410,96410,27022,2025-06-30,0,0,476,89,67065,52160314,230,0,40,1,oa,0,,1,1989-01-10,36,440,1996-06-04,29,2,2,0,1
44829,44829,44683,2025-06-30,0,0,177,7,67059,14141611,730,0,40,1,oa,0,,1,1967-05-19,58,699,1983-11-28,41,2,2,0,1
6017,6017,44828,2025-06-30,0,0,1027,22,67061,12140344,210,0,40,1,oa,0,,1,1937-01-22,88,1063,2025-01-01,0,2,2,0,1
46184,46184,63145,2025-06-30,0,0,17,63A,67071,31152511,410,0,40,2,oa,0,,1,1996-07-24,29,349,1996-07-24,29,1,9,998,9
122776,122776,21060,2025-06-30,0,0,666,14A,67063,13140541,710,0,40,1,oa,163,,3,1958-04-02,67,809,1995-09-20,29,2,2,163,3
80883,80883,137790,2025-06-30,0,0,385,7,67069,22121332,520,0,40,2,oa,166,,3,1988-02-23,37,450,2022-03-22,3,2,1,166,3
16377,16377,177237,2025-06-30,0,0,109,72,67059,14191611,730,0,40,1,oa,163,,3,1981-07-05,44,530,2024-12-17,0,5,9,998,9
148712,148712,86229,2025-06-30,0,0,804,4,67059,11140642,110,0,20,1,rk,0,,1,1961-03-11,64,774,1992-01-01,33,1,9,998,9
160416,160416,37587,2025-06-30,0,0,873,17,67069,22130211,520,0,40,2,oa,0,,1,2001-07-11,24,290,2001-07-11,24,1,9,998,9
18449,18449,28417,2025-06-30,0,0,1106,29,67067,41220611,330,0,40,2,rk,0,,1,1963-09-09,62,744,1989-05-29,36,4,9,998,9
49646,49646,171000,2025-06-30,0,0,196,172,67063,15120841,620,0,40,1,oa,0,,1,2022-12-09,2,33,2022-12-09,2,1,9,998,9
15090,15090,77438,2025-06-30,0,0,1096,21,67065,51331211,220,0,40,1,ev,0,,1,1950-04-25,75,904,1950-04-25,75,2,2,0,1
18288,18288,23866,2025-06-30,0,0,1104,36,67069,21121412,510,0,40,1,oa,0,,1,1961-03-08,64,774,1989-02-28,36,4,9,998,9
136594,136594,56761,2025-06-30,0,0,736,1,67063,15280311,630,0,40,2,ev,0,,1,1961-08-06,64,769,1993-07-31,32,2,1,0,1
76886,76886,45839,2025-06-30,0,0,361,16,67063,13130131,720,0,40,2,so,163,,3,1940-09-10,85,1020,1970-11-02,54,3,9,998,9
147551,147551,47036,2025-06-30,0,0,798,24,67065,41120612,310,0,40,1,so,0,,1,1945-01-29,80,967,1996-06-01,29,2,2,0,1
132708,132708,143671,2025-06-30,0,0,716,3A,67065,51320211,220,0,40,1,oa,0,,1,2024-05-14,1,16,2024-05-14,1,1,9,998,9
65639,65639,66612,2025-06-30,0,0,287,34,67071,31140821,410,0,40,1,oa,0,,1,1968-12-11,56,681,1993-03-31,32,2,2,0,1
8897,8897,51882,2025-06-30,0,0,1053,12,67069,21210621,510,0,40,2,oa,0,,1,1986-11-28,38,465,1986-11-28,38,2,1,0,1
92711,92711,108818,2025-06-30,0,0,460,5,67067,52130521,230,0,40,1,oa,0,163.0,2,2011-09-26,13,167,2011-09-26,13,1,9,998,9
59381,59381,171972,2025-06-30,0,0,250,8,67063,15260431,610,0,40,1,oa,479,,3,2016-01-13,9,116,2023-12-16,1,1,9,998,9
129585,129585,97638,2025-06-30,0,0,696,9,67063,15130111,620,0,40,2,so,154,,3,1977-05-25,48,579,2004-06-01,21,2,1,0,2
102397,102397,74911,2025-06-30,0,0,545,46,67067,52162111,230,0,40,2,rk,0,,1,1950-08-29,75,900,1979-01-06,46,3,9,998,9
81152,81152,180613,2025-06-30,0,0,38,10,67063,15241411,610,0,40,1,oa,0,,1,2022-07-25,3,37,2024-05-01,1,1,9,998,9
143555,143555,49470,2025-06-30,0,0,775,22,67063,15161121,620,0,40,2,rk,0,130.0,2,2005-11-26,19,237,2005-11-26,19,1,9,998,9
54251,54251,29282,2025-06-30,0,0,221,9,67069,22120321,520,0,40,2,oa,137,,3,1995-08-02,30,361,2019-06-01,6,1,9,998,9
179434,179434,3102,2025-06-30,0,0,982,7,67071,31920112,420,0,40,2,rk,0,,1,1935-10-21,89,1078,2025-01-01,0,1,9,998,9
81394,81394,125446,2025-06-30,0,0,390,13,67063,13250422,720,0,40,2,so,125,,3,1974-05-08,51,616,2018-07-02,7,1,9,998,9
177531,177531,73523,2025-06-30,0,0,970,24,67063,15231031,610,0,40,1,so,134,,3,1976-09-14,49,588,2013-12-03,11,2,2,134,3
84875,84875,120881,2025-06-30,0,0,415,5,67061,12260231,120,0,40,1,oa,368,,3,1975-03-10,50,606,2017-10-01,7,2,2,0,2
49032,49032,87593,2025-06-30,0,0,192,48,67059,14120812,730,0,40,2,oa,166,,3,1975-07-25,50,601,2012-07-17,13,4,9,998,9
68070,68070,89379,2025-06-30,0,0,306,11,67065,51340121,220,0,40,1,so,0,438.0,2,1971-04-01,54,653,2013-12-20,11,2,2,0,1
147626,147626,62598,2025-06-30,0,0,798,6,67065,41120611,310,0,40,1,oa,0,170.0,2,2009-06-02,16,195,2009-06-02,16,1,9,998,9
77984,77984,164442,2025-06-30,0,0,365,56,67063,15220631,610,0,40,2,oa,349,,3,1994-10-09,30,371,2023-02-01,2,2,9,998,9
37279,37279,176901,2025-06-30,0,0,145,124,67059,11130144,110,0,40,1,oa,163,,3,1990-05-19,35,423,2023-06-01,2,2,2,0,2
10961,10961,113792,2025-06-30,0,0,1067,30,67059,14120323,730,0,40,1,oa,125,,3,2015-06-03,10,123,2015-06-03,10,1,9,998,9
105196,105196,76833,2025-06-30,0,0,554,42,67063,13150131,720,0,40,1,ev,0,,1,1951-11-30,73,885,1997-11-01,27,4,9,998,9
15027,15027,22002,2025-06-30,0,0,1096,19,67065,51340111,220,0,40,2,rk,0,,1,1989-11-23,35,429,1989-11-23,35,1,9,998,9
37170,37170,90034,2025-06-30,0,0,145,118,67059,11130142,110,0,40,2,oa,163,,3,1994-03-11,31,378,2012-07-27,13,2,1,0,2
7050,7050,10755,2025-06-30,0,0,1038,9,67063,15161131,620,0,40,2,rk,0,160.0,2,1961-06-25,64,770,1997-03-01,28,2,1,0,1
93714,93714,44258,2025-06-30,0,0,469,149,67065,41310113,240,0,40,1,oa,0,,1,1969-08-06,56,673,1970-07-28,55,1,9,998,9
149543,149543,66532,2025-06-30,0,0,80,9,67067,52162411,230,0,40,2,rk,0,137.0,2,2002-04-12,23,281,2002-04-12,23,1,9,998,9
72503,72503,115391,2025-06-30,0,0,339,25,67071,31470321,430,0,40,1,oa,0,163.0,2,2016-04-06,9,113,2022-08-15,3,1,9,998,9
143925,143925,70304,2025-06-30,0,0,777,60,67071,31321531,430,0,40,2,rk,0,,1,1962-03-20,63,761,1962-04-01,63,2,1,0,1
158087,158087,151000,2025-06-30,0,0,859,98,67067,41311221,240,0,40,1,oa,0,163.0,2,2021-03-28,4,53,2021-03-28,4,1,9,998,9
49368,49368,65252,2025-06-30,0,0,196,130,67063,15210431,610,0,40,2,so,163,,3,1973-08-06,52,625,1988-08-08,37,2,1,998,9
45002,45002,26212,2025-06-30,0,0,179,15,67059,14120913,730,0,40,1,oa,0,,1,1960-03-16,65,786,1983-11-30,41,4,9,998,9
81996,81996,167564,2025-06-30,0,0,395,10,67063,13250142,720,0,40,2,oa,0,,1,1995-10-28,29,358,2024-08-01,1,1,9,998,9
157254,157254,35292,2025-06-30,0,0,850,65,67063,13130121,720,0,40,2,oa,163,,3,1978-03-22,47,569,1996-12-01,28,2,1,163,3
97437,97437,43189,2025-06-30,0,0,483,35,67065,51211321,220,0,40,2,oa,163,,3,1965-03-18,60,725,2006-07-09,19,2,1,163,3
161038,161038,21432,2025-06-30,0,0,881,6,67067,52161131,230,0,40,1,oa,0,,1,1979-05-19,46,555,2010-03-03,15,2,2,0,1
60759,60759,104859,2025-06-30,0,0,255,96,67069,21220111,510,0,40,2,rk,125,,3,1987-02-15,38,463,2018-01-01,7,1,9,998,9
6748,6748,148958,2025-06-30,0,0,1035,4,67063,15230131,610,0,40,2,rk,436,,3,1980-04-15,45,545,2021-07-28,4,5,9,998,9
114023,114023,115362,2025-06-30,0,0,601,6,67061,12140132,210,0,40,1,oa,154,,3,1982-07-29,43,517,2015-07-14,10,2,2,998,9
156618,156618,100369,2025-06-30,0,0,850,27,67063,13130421,710,0,40,2,oa,0,170.0,2,2005-06-19,20,242,2005-06-19,20,1,9,998,9
155740,155740,139746,2025-06-30,0,0,848,44,67061,12210241,120,0,40,1,oa,436,,3,1988-05-13,37,448,2020-02-28,5,2,2,436,3
107730,107730,85867,2025-06-30,0,0,570,10,67069,22110531,520,0,40,2,oa,0,,1,1966-06-13,59,711,1966-06-13,59,3,9,998,9
86055,86055,73566,2025-06-30,0,0,420,66,67061,12210121,120,0,40,1,ev,0,,1,1943-11-21,81,981,1956-09-10,69,2,2,0,1
112228,112228,109929,2025-06-30,0,0,594,39,67065,51110221,210,0,40,1,oa,0,166.0,2,2012-12-22,12,152,2012-12-22,12,1,9,998,9
32504,32504,30726,2025-06-30,0,0,1266,32,67065,51221222,240,0,40,1,oa,0,,1,1966-03-26,59,713,2018-11-12,6,1,9,998,9
145346,145346,61312,2025-06-30,0,0,788,19,67065,51320111,220,0,40,1,oa,125,,3,1996-12-20,28,344,2013-10-28,11,2,2,125,3
13838,13838,56187,2025-06-30,0,0,108,45,67061,12250321,120,0,40,1,oa,0,,1,1957-09-02,68,816,1957-09-02,68,2,2,0,1
107533,107533,76820,2025-06-30,0,0,569,11,67069,21211111,510,0,40,2,oa,0,,1,1958-01-23,67,811,1981-04-28,44,2,1,0,1
58935,58935,19241,2025-06-30,0,0,250,10,67063,15260431,610,0,40,1,oa,161,,3,1957-05-25,68,819,1965-04-12,60,2,2,0,2
166233,166233,121231,2025-06-30,0,0,907,34,67061,12230331,120,0,40,1,oa,0,,1,1993-02-22,32,390,2018-01-01,7,2,2,0,1
62277,62277,144841,2025-06-30,0,0,266,32,67071,35120941,440,0,40,1,oa,0,,1,2013-09-11,12,144,2024-08-01,1,1,9,998,9
166666,166666,112387,2025-06-30,0,0,907,71,67061,12240211,120,0,40,1,ev,0,,1,1973-12-18,51,620,2014-11-19,10,2,2,0,1
141073,141073,25505,2025-06-30,0,0,758,65,67061,51360623,220,0,40,2,so,163,,3,1963-06-02,62,747,2025-01-01,0,2,1,163,3
133371,133371,62228,2025-06-30,0,0,722,120,67065,51242821,220,0,40,2,oa,0,,1,1964-09-23,60,731,1998-04-30,27,1,9,998,9
174616,174616,90294,2025-06-30,0,0,954,15,67063,13230321,720,0,40,2,oa,163,,3,1978-04-19,47,568,2000-06-10,25,2,1,0,2
138427,138427,20616,2025-06-30,0,0,752,30,67061,12340541,130,0,40,1,rk,130,137.0,3,1995-01-19,30,367,1995-01-19,30,1,9,998,9
128207,128207,158033,2025-06-30,0,0,690,75,67059,11130222,110,0,40,1,ev,0,,1,1998-11-02,26,322,2021-11-01,3,1,9,998,9
513,513,60843,2025-06-30,0,0,1003,3,67063,15241111,610,0,40,2,ev,0,,1,1969-03-08,56,678,1998-06-27,27,2,1,0,1
81819,81819,158614,2025-06-30,0,0,393,32,67063,13250531,720,0,40,2,rk,137,,3,1968-09-21,56,683,2021-08-25,4,2,1,121,3
101182,101182,29626,2025-06-30,0,0,531,14,67069,22110631,520,0,40,1,so,134,,3,1964-05-05,61,736,1995-03-30,30,2,2,0,2
69270,69270,108933,2025-06-30,0,0,317,110,67059,14170313,730,0,40,1,rk,152,,3,1990-10-09,34,419,2012-10-18,12,2,2,152,3
86495,86495,43704,2025-06-30,0,0,427,8,67071,31310821,420,0,40,1,rk,0,152.0,2,1997-10-08,27,335,2007-11-01,17,2,2,0,1
84454,84454,160535,2025-06-30,0,0,412,25,67071,31421211,420,0,40,2,oa,0,152.0,2,1996-09-19,28,347,2020-10-19,4,2,1,0,1
167934,167934,325,2025-06-30,0,0,920,27,67063,15120631,620,0,40,2,oa,0,,1,2013-08-10,12,145,2013-08-10,12,1,9,998,9
167491,167491,48830,2025-06-30,0,0,914,70,67069,22160311,520,0,40,1,oa,0,,1,1947-03-26,78,941,1985-03-26,40,1,9,998,9
85128,85128,12144,2025-06-30,0,0,416,71,67061,12410311,130,0,40,1,oa,0,,1,1967-05-26,58,699,2009-02-23,16,1,9,998,9
135297,135297,86879,2025-06-30,0,0,728,37,67059,11150321,110,0,40,1,oa,0,163.0,2,1960-03-01,65,786,1999-05-03,26,2,2,0,1
134089,134089,59511,2025-06-30,0,0,722,379,67065,42102011,320,0,40,2,oa,0,,1,1963-04-13,62,749,2025-01-01,0,2,1,0,1
142832,142832,45513,2025-06-30,0,0,773,17,67067,42162341,320,0,40,1,ev,0,,1,1969-09-24,55,671,1999-07-10,26,4,9,998,9
83155,83155,43988,2025-06-30,0,0,3,18,67061,12430631,130,0,40,1,rk,152,,3,2014-02-21,11,138,2014-02-21,11,1,9,998,9
47927,47927,154839,2025-06-30,0,0,184,34,67069,22121411,520,0,40,1,so,154,,3,1990-01-31,35,427,2025-05-26,0,1,9,998,9
65479,65479,97183,2025-06-30,0,0,285,6,67063,15260131,610,0,40,2,so,163,,3,1967-06-05,58,699,2004-08-01,21,2,1,0,2
21065,21065,48878,2025-06-30,0,0,1125,13,67065,51390311,220,0,40,2,oa,0,,1,1945-08-14,80,961,1965-10-15,59,2,1,0,1
54508,54508,99525,2025-06-30,0,0,224,37,67063,13120421,710,0,40,2,oa,0,,1,1956-10-10,68,827,2005-09-01,20,2,1,0,1
150433,150433,58031,2025-06-30,0,0,821,58,67065,41410521,240,0,40,2,oa,0,,1,1966-01-12,59,716,1966-01-12,59,2,1,0,1
33191,33191,42900,2025-06-30,0,0,128,31,67063,15230421,610,0,40,1,oa,154,,3,1982-03-16,43,522,2010-03-01,15,1,9,998,9
81732,81732,180393,2025-06-30,0,0,393,26,67063,13250531,720,0,40,2,oa,475,,3,1988-07-10,37,446,2023-05-01,2,2,1,475,3
97841,97841,133362,2025-06-30,0,0,486,35,67069,21140831,510,0,40,2,ev,0,,1,2017-07-06,8,98,2017-07-06,8,1,9,998,9
175446,175446,166490,2025-06-30,0,0,95,1,67067,41311011,240,0,40,2,oa,0,137.0,2,2025-03-20,0,5,2025-03-20,0,1,9,998,9
17084,17084,172688,2025-06-30,0,0,10,35,67071,31440311,430,0,40,1,oa,163,,3,1999-06-02,26,315,2024-10-15,0,2,2,0,2
117391,117391,57080,2025-06-30,0,0,621,36,67065,51320341,220,0,40,2,rk,0,,1,1964-12-14,60,729,1964-12-14,60,2,1,0,1
70939,70939,70303,2025-06-30,0,0,327,10,67067,41210411,330,0,40,2,ev,0,,1,1936-03-12,89,1074,1957-09-14,68,3,9,998,9
155197,155197,134465,2025-06-30,0,0,848,13,67061,12220422,120,0,40,1,so,0,252.0,2,1981-01-01,44,536,2018-04-01,7,2,2,0,1
90167,90167,17419,2025-06-30,0,0,441,9,67071,31160811,410,0,40,1,oa,0,,1,1988-04-23,37,448,2025-01-01,0,1,9,998,9
122550,122550,166811,2025-06-30,0,0,663,51,67067,41310421,240,0,40,2,ev,0,,1,2024-01-16,1,20,2024-01-16,1,1,9,998,9
6863,6863,165922,2025-06-30,0,0,1035,58,67063,15230431,610,0,40,1,oa,0,163.0,2,2025-02-12,0,7,2025-02-12,0,1,9,998,9
161733,161733,163065,2025-06-30,0,0,883,39,67061,12130931,210,0,40,2,oa,160,,3,1985-07-01,40,482,2023-09-01,2,2,1,160,3
167418,167418,81108,2025-06-30,0,0,914,42,67069,22160211,520,0,40,2,oa,0,,1,1976-03-15,49,594,2007-05-12,18,2,1,0,1
86638,86638,179611,2025-06-30,0,0,428,9,67065,51350311,220,0,40,1,oa,134,,3,2022-06-24,3,38,2023-08-01,2,1,9,998,9
76495,76495,108601,2025-06-30,0,0,358,23,67069,21230831,510,0,40,2,ev,0,,1,1976-12-21,48,584,2011-10-01,13,2,1,0,1
38350,38350,117533,2025-06-30,0,0,146,20,67061,12220111,120,0,40,2,oa,0,144.0,2,2016-05-03,9,112,2016-05-03,9,1,9,998,9
101128,101128,173056,2025-06-30,0,0,530,5,67063,13130711,710,0,40,1,oa,163,,3,1984-09-20,40,491,2024-11-05,0,2,2,998,9
147242,147242,164788,2025-06-30,0,0,796,42,67069,23430921,530,0,40,1,oa,475,,3,1982-02-02,43,523,2024-10-15,0,2,2,475,3
139420,139420,97240,2025-06-30,0,0,758,16,67061,51371012,220,0,40,1,oa,368,,3,1979-08-14,46,553,2009-05-06,16,1,9,998,9
32701,32701,74302,2025-06-30,0,0,126,32,67069,23410231,530,0,40,2,ev,0,,1,1942-09-26,82,995,1961-10-18,63,2,1,0,1
120602,120602,103205,2025-06-30,0,0,651,7,67067,41210811,330,0,40,2,oa,0,,1,1984-06-11,41,495,2010-06-20,15,1,9,998,9
99647,99647,13247,2025-06-30,0,0,511,4,67067,42130971,320,0,40,2,rk,0,,1,1952-08-20,73,876,1972-01-01,53,2,1,0,1
73950,73950,7834,2025-06-30,0,0,345,12,67063,15130631,620,0,40,1,oa,163,,3,1983-03-06,42,510,1983-03-06,42,4,9,998,9
170438,170438,68718,2025-06-30,0,0,926,57,67067,41140113,310,0,40,1,oa,0,,1,1977-09-01,48,576,2025-01-01,0,2,2,163,2
106801,106801,23048,2025-06-30,0,0,564,10,67071,31130721,410,0,40,1,oa,0,,1,1983-05-25,42,507,1983-05-25,42,1,9,998,9
22272,22272,87691,2025-06-30,0,0,1135,59A,67065,41430111,240,0,40,2,oa,0,,1,1968-07-24,57,685,1994-05-30,31,2,1,0,1
