,Unnamed: 0,einID,einStichtag,einRPOM,einEOM,strkey,Hausnummer_Zusatz,PLZ,einKLRG,Schulbezirk,einGebID,einWohnsitzart,Geschlecht,Religion,Staatange#1,Staatange#2,ADA,einGeburtstag,einAlter,einAlter_Monate,einZuzugsdatum,einZuzugsalter,einFamiliebestand,einPartner_geschlecht,einPartner_Staatangehörigkeit,einEhestaat
23473,23473,173146,2025-06-30,0,0,1140,15,67059,11150711,110,0,40,1,so,475,,3,1963-01-05,62,752,2024-06-01,1,5,9,998,9
916,916,144015,2025-06-30,0,0,1007,10,67071,31910332,420,0,40,1,oa,165,,3,1970-01-27,55,667,2024-08-22,1,1,9,998,9
16776,16776,66990,2025-06-30,0,0,10,17,67071,31440221,430,0,40,2,oa,163,,3,1973-12-15,51,621,2002-04-01,23,4,9,998,9
155525,155525,147020,2025-06-30,0,0,848,31,67061,12220322,120,0,40,1,oa,273,,3,2024-01-02,1,20,2024-01-02,1,1,9,998,9
47937,47937,82786,2025-06-30,0,0,184,35,67069,22120931,520,0,40,1,so,0,476.0,2,1999-01-03,26,320,2007-04-24,18,1,9,998,9
61946,61946,99501,2025-06-30,0,0,263,57,67067,52110211,230,0,40,2,rk,0,137.0,2,2005-06-30,20,242,2005-06-30,20,1,9,998,9
143145,143145,166487,2025-06-30,0,0,773,38,67067,42161214,320,0,40,1,oa,0,,1,2025-03-10,0,6,2025-03-10,0,1,9,998,9
52079,52079,163088,2025-06-30,0,0,206,6,67071,31450211,430,0,40,1,oa,0,,1,2014-12-01,10,129,2023-11-01,1,1,9,998,9
8413,8413,16388,2025-06-30,0,0,104,25,67065,41410113,240,0,40,2,oa,0,,1,1985-01-11,40,488,2007-10-29,17,2,1,0,1
79107,79107,69656,2025-06-30,0,0,370,11,67061,12130431,210,0,40,1,oa,0,998.0,2,2007-06-20,18,218,2007-06-20,18,1,9,998,9
131329,131329,166485,2025-06-30,0,0,707,84,67071,31950811,420,0,40,1,oa,287,,3,2006-02-22,19,234,2025-03-18,0,5,9,998,9
20741,20741,56404,2025-06-30,0,0,1122,111,67071,31490251,420,0,40,1,ev,0,,1,1957-04-24,68,820,1999-11-26,25,3,9,998,9
116872,116872,78983,2025-06-30,0,0,618,70,67069,22160511,520,0,40,2,ev,0,,1,1957-05-23,68,819,1957-05-23,68,2,1,0,1
33863,33863,132631,2025-06-30,0,0,12,21,67067,52162511,230,0,40,1,oa,0,,1,1986-06-11,39,471,2018-03-29,7,2,2,0,1
26011,26011,144594,2025-06-30,0,0,1147,28,67061,12310131,130,0,40,1,so,368,,3,2015-08-22,10,120,2023-03-29,2,1,9,998,9
87318,87318,42618,2025-06-30,0,0,429,39,67063,13140222,710,0,40,1,oa,163,,3,1973-06-09,52,627,2006-06-22,19,2,2,0,2
62030,62030,95640,2025-06-30,0,0,265,16,67071,31320721,420,0,40,2,rk,137,,3,1992-03-24,33,401,2022-09-30,2,2,1,137,3
46173,46173,56454,2025-06-30,0,0,17,62,67071,31151421,410,0,40,2,oa,0,,1,1958-07-10,67,806,1991-03-15,34,4,9,998,9
110069,110069,55337,2025-06-30,0,0,582,9B,67071,31411111,420,0,40,2,so,0,,1,1962-12-23,62,752,1984-11-19,40,2,1,0,1
122516,122516,22080,2025-06-30,0,0,663,49,67067,41310421,240,0,40,2,oa,0,,1,1991-04-15,34,413,2019-09-01,6,1,9,998,9
74497,74497,53446,2025-06-30,0,0,349,40,67071,31170631,410,0,40,1,oa,0,,1,1980-11-22,44,537,2006-04-19,19,2,2,0,1
101355,101355,92458,2025-06-30,0,0,535,14,67067,42140641,320,0,40,2,oa,0,,1,1979-06-19,46,554,2003-07-12,22,2,1,0,1
49470,49470,57604,2025-06-30,0,0,196,138,67063,15210431,610,0,40,1,ev,0,,1,2006-07-31,19,229,2006-07-31,19,1,9,998,9
114311,114311,146961,2025-06-30,0,0,602,44,67067,41210622,330,0,40,2,oa,0,,1,2021-10-25,3,46,2023-11-30,1,1,9,998,9
92237,92237,56981,2025-06-30,0,0,456,39,67065,41230521,330,0,40,2,oa,0,163.0,2,2002-08-07,23,277,2002-08-07,23,1,9,998,9
21525,21525,121262,2025-06-30,0,0,112,25,67069,21121131,510,0,40,1,oa,0,225.0,2,2018-04-07,7,89,2018-04-07,7,1,9,998,9
60520,60520,39417,2025-06-30,0,0,255,45A,67069,21211041,510,0,40,2,rk,137,,3,1999-10-03,25,311,1999-10-03,25,1,9,998,9
125395,125395,5688,2025-06-30,0,0,676,70,67069,23430313,530,0,40,1,ev,0,,1,1971-02-21,54,654,2021-10-01,3,1,9,998,9
84447,84447,55921,2025-06-30,0,0,412,22,67071,31421021,420,0,40,2,ev,0,,1,1997-01-27,28,343,1997-01-27,28,1,9,998,9
13813,13813,37181,2025-06-30,0,0,108,43,67061,12250321,120,0,40,2,ev,0,,1,1971-04-23,54,652,1971-04-23,54,2,1,0,1
165986,165986,28042,2025-06-30,0,0,907,13,67061,12330212,130,0,40,1,oa,163,,3,1964-02-06,61,739,2006-01-01,19,4,9,998,9
9431,9431,105792,2025-06-30,0,0,1058,4,67065,41320831,240,0,40,1,rk,0,152.0,2,2010-11-13,14,178,2010-11-13,14,1,9,998,9
77265,77265,39232,2025-06-30,0,0,363,10,67063,13120431,710,0,40,1,oa,163,,3,1975-01-01,50,608,1995-06-23,30,2,2,163,3
26524,26524,143604,2025-06-30,0,0,1150,21,67065,51210721,220,0,40,2,so,125,,3,2007-02-16,18,223,2020-08-19,5,1,9,998,9
83917,83917,75875,2025-06-30,0,0,409,27,67059,14130541,730,0,40,1,oa,0,163.0,2,2010-04-14,15,185,2010-04-14,15,1,9,998,9
26217,26217,178862,2025-06-30,0,0,1147,28,67061,12310131,130,0,40,2,so,170,,3,1999-07-07,26,314,2023-10-03,1,2,1,125,3
179208,179208,154354,2025-06-30,0,0,981,30,67063,13150241,720,0,40,1,oa,436,,3,1977-04-30,48,580,2021-04-12,4,2,2,436,3
31455,31455,19675,2025-06-30,0,0,122,77,67067,42140911,320,0,40,1,oa,0,,1,1958-05-26,67,807,1988-01-01,37,2,2,0,1
13059,13059,67369,2025-06-30,0,0,1079,40,67063,15250141,610,0,40,2,oa,0,,1,1974-12-09,50,609,1974-12-09,50,1,9,998,9
62410,62410,16136,2025-06-30,0,0,266,77,67071,35120711,440,0,40,1,oa,163,,3,1982-03-21,43,521,1991-10-01,33,2,2,163,3
12386,12386,171868,2025-06-30,0,0,1075,17,67063,13130611,710,0,40,1,oa,273,,3,2009-01-01,16,200,2025-04-03,0,5,9,998,9
64286,64286,69117,2025-06-30,0,0,275,93,67071,35110613,440,0,40,2,oa,0,,1,1982-01-07,43,524,2012-07-30,13,1,9,998,9
70657,70657,32690,2025-06-30,0,0,321,5,67069,21210941,510,0,40,1,ev,0,,1,1967-02-18,58,702,1994-03-31,31,2,2,0,1
156290,156290,165519,2025-06-30,0,0,850,13B,67063,13130621,710,0,40,1,oa,467,,3,2000-12-23,24,296,2025-03-01,0,1,9,998,9
139596,139596,126355,2025-06-30,0,0,758,177,67061,12280321,120,0,40,1,oa,252,,3,1993-03-02,32,390,2016-11-13,8,2,2,161,3
124979,124979,23214,2025-06-30,0,0,676,56,67069,23430211,530,0,40,1,rk,152,,3,1973-08-13,52,625,2010-10-04,14,2,2,0,2
171078,171078,178152,2025-06-30,0,0,933,13,67063,13260821,720,0,40,1,oa,262,,3,1995-04-20,30,364,2025-01-15,0,1,9,998,9
7882,7882,69079,2025-06-30,0,0,1044,36,67067,41110523,310,0,40,1,rk,0,,1,2006-03-19,19,233,2006-10-01,18,1,9,998,9
137812,137812,39483,2025-06-30,0,0,748,7,67067,42111311,320,0,40,2,ev,0,,1,2013-06-18,12,146,2013-06-18,12,1,9,998,9
80131,80131,1709,2025-06-30,0,0,378,14,67069,22161211,520,0,40,1,oa,165,,3,1967-04-29,58,700,2011-09-01,14,1,9,998,9
45767,45767,119798,2025-06-30,0,0,17,28,67071,31142811,410,0,40,2,oa,0,,1,1933-07-24,92,1105,2025-05-05,0,2,1,0,1
58555,58555,179796,2025-06-30,0,0,248,11B,67065,51350421,220,0,40,2,oa,0,,1,2023-04-28,2,28,2023-04-28,2,1,9,998,9
106170,106170,6719,2025-06-30,0,0,559,6,67067,52120941,230,0,40,1,ev,0,,1,1942-09-05,83,996,1942-09-05,83,4,9,998,9
57635,57635,60534,2025-06-30,0,0,245,21,67061,12350521,130,0,40,1,oa,0,,1,1966-01-28,59,715,1980-11-25,44,2,2,0,1
175766,175766,67814,2025-06-30,0,0,960,89,67065,41430711,240,0,40,2,so,163,,3,1980-08-01,45,541,1999-10-22,25,2,1,163,3
175486,175486,15261,2025-06-30,0,0,960,102A,67065,41430621,240,0,40,2,rk,0,,1,1962-01-09,63,764,1962-01-09,63,2,1,0,1
84320,84320,151553,2025-06-30,0,0,410,31,67069,22150721,520,0,40,2,rk,152,,3,1960-05-25,65,783,2020-11-01,4,3,9,998,9
94859,94859,33076,2025-06-30,0,0,474,42A,67065,51380411,220,0,40,1,oa,0,,1,1968-04-22,57,688,2025-01-01,0,2,2,0,1
126833,126833,152569,2025-06-30,0,0,685,12,67061,12120241,210,0,40,2,so,163,,3,1981-11-11,43,526,2021-07-16,4,4,9,998,9
106324,106324,31673,2025-06-30,0,0,560,16,67071,31140711,410,0,40,2,oa,0,,1,1967-07-20,58,697,1992-08-01,33,4,9,998,9
88288,88288,165606,2025-06-30,0,0,431,203,67067,52130421,230,0,40,2,oa,0,163.0,2,2023-12-05,1,21,2023-12-05,1,1,9,998,9
169493,169493,166814,2025-06-30,0,0,924,65,67061,51120121,210,0,40,1,oa,166,,3,1992-05-27,33,399,2024-02-02,1,1,9,998,9
106873,106873,34456,2025-06-30,0,0,564,18,67071,31130722,410,0,40,1,oa,163,,3,1970-01-01,55,668,2012-04-01,13,2,2,0,2
2011,2011,58480,2025-06-30,0,0,100,64,67059,11230231,110,0,40,2,oa,0,,1,1960-02-23,65,786,1993-09-01,32,3,9,998,9
60114,60114,157120,2025-06-30,0,0,255,100,67069,21220111,510,0,40,1,so,154,,3,1991-06-23,34,410,2020-07-02,5,1,9,998,9
114013,114013,111944,2025-06-30,0,0,601,6,67061,12140132,210,0,40,1,rk,154,,3,1985-05-28,40,483,2014-11-03,10,1,9,998,9
153143,153143,97837,2025-06-30,0,0,835,7A,67069,21130251,510,0,40,2,rk,0,,1,2004-11-12,20,250,2004-11-12,20,1,9,998,9
21275,21275,51398,2025-06-30,0,0,1126,28,67069,21120721,510,0,40,1,oa,0,,1,1952-10-15,72,875,2025-01-01,0,2,2,0,1
134735,134735,126352,2025-06-30,0,0,724,9,67069,21210311,510,0,40,1,so,475,,3,2013-01-04,12,152,2016-11-26,8,1,9,998,9
24441,24441,50684,2025-06-30,0,0,1144,565,67071,31942021,420,0,40,1,rk,0,152.0,2,1950-04-26,75,904,1981-10-05,43,3,9,998,9
157431,157431,170379,2025-06-30,0,0,855,10,67067,52162521,230,0,40,2,oa,160,,3,2004-12-10,20,249,2024-08-01,1,5,9,998,9
106287,106287,36161,2025-06-30,0,0,560,141,67071,31140511,410,0,40,1,ev,0,,1,2002-06-15,23,279,2002-06-15,23,1,9,998,9
69454,69454,151990,2025-06-30,0,0,317,135,67059,14170211,730,0,40,2,oa,0,,1,1990-05-07,35,424,2020-11-13,4,1,9,998,9
34553,34553,95450,2025-06-30,0,0,135,32,67063,15831013,630,0,40,1,oa,0,137.0,2,1966-05-20,59,711,2020-09-01,5,1,9,998,9
181041,181041,61954,2025-06-30,0,0,999,61,67067,52141921,230,0,40,1,oa,0,,1,1966-05-13,59,712,1966-05-13,59,2,2,0,1
6949,6949,12181,2025-06-30,0,0,1038,13,67063,15161131,620,0,40,2,oa,0,,1,1950-06-19,75,902,1979-12-01,45,2,1,0,1
38227,38227,129721,2025-06-30,0,0,145,90,67059,11130141,110,0,40,1,so,0,475.0,2,2004-02-05,21,259,2016-06-01,9,1,9,998,9
86197,86197,93016,2025-06-30,0,0,423,24,67071,31430123,430,0,40,2,rk,0,,1,1972-03-21,53,641,2025-01-01,0,2,1,0,1
138651,138651,98136,2025-06-30,0,0,755,14,67069,22130911,520,0,40,2,rk,0,137.0,2,2000-06-30,25,302,2005-03-19,20,1,9,998,9
13246,13246,61579,2025-06-30,0,0,1080,52A,67067,42150421,320,0,40,1,oa,0,,1,1965-09-23,59,719,1997-03-20,28,2,2,0,1
131528,131528,11199,2025-06-30,0,0,708,8,67071,31321821,430,0,40,1,oa,0,,1,1980-03-09,45,546,1980-03-09,45,2,2,163,2
5958,5958,130910,2025-06-30,0,0,1027,16,67061,12140343,210,0,40,2,oa,423,,3,2006-04-10,19,233,2019-03-01,6,1,9,998,9
57871,57871,98567,2025-06-30,0,0,246,42,67071,31421431,420,0,40,1,oa,163,,3,1978-10-23,46,562,2005-01-25,20,2,2,0,2
140367,140367,86395,2025-06-30,0,0,758,244,67061,12310431,130,0,40,1,so,125,,3,1965-09-26,59,719,2018-06-18,7,2,2,998,9
62091,62091,27251,2025-06-30,0,0,265,4,67071,31320621,420,0,40,1,rk,0,,1,1997-07-23,28,337,1997-07-23,28,1,9,998,9
178843,178843,118235,2025-06-30,0,0,981,1,67063,13150521,710,0,40,2,so,475,,3,1975-09-10,50,600,2016-09-01,9,2,1,475,3
63302,63302,26415,2025-06-30,0,0,275,117B,67071,35111011,440,0,40,1,ev,0,,1,1995-05-20,30,363,1995-05-20,30,1,9,998,9
114189,114189,74563,2025-06-30,0,0,602,126,67067,41210624,330,0,40,1,ev,0,,1,1942-01-07,83,1004,1969-01-01,56,2,2,0,1
69274,69274,174576,2025-06-30,0,0,317,110,67059,14170313,730,0,40,2,oa,134,,3,1999-07-19,26,313,2025-04-01,0,1,9,998,9
10108,10108,14427,2025-06-30,0,0,1063,29,67069,22120311,520,0,40,2,rk,0,,1,1988-02-24,37,450,1988-02-24,37,2,1,0,1
73689,73689,125514,2025-06-30,0,0,342,31,67069,21130621,510,0,40,1,oa,165,,3,1992-07-11,33,398,2018-09-10,7,1,9,998,9
104107,104107,65706,2025-06-30,0,0,550,109,67065,41410211,240,0,40,1,oa,0,,1,1972-10-12,52,635,2010-12-26,14,1,9,998,9
140782,140782,127236,2025-06-30,0,0,758,30,67061,51371111,220,0,40,2,oa,163,,3,1999-03-30,26,317,2018-11-19,6,1,9,998,9
150266,150266,110133,2025-06-30,0,0,820,10,67061,12140231,210,0,40,1,oa,0,,1,2011-04-30,14,172,2011-04-30,14,1,9,998,9
29958,29958,32483,2025-06-30,0,0,118,54,67059,11220122,110,0,40,2,so,0,,1,1991-05-15,34,412,2023-09-01,2,4,9,998,9
42252,42252,167204,2025-06-30,0,0,167,50,67069,21240511,510,0,40,1,ev,0,,1,1970-05-09,55,664,2023-12-21,1,1,9,998,9
31848,31848,42734,2025-06-30,0,0,125,21D,67059,11160621,110,0,40,2,oa,0,137.0,2,2014-02-21,11,138,2014-02-21,11,1,9,998,9
164600,164600,76122,2025-06-30,0,0,896,97,67063,13170114,720,0,40,2,rk,137,,3,1949-01-03,76,920,1975-06-23,50,3,9,998,9
141877,141877,4685,2025-06-30,0,0,762,17,67065,41420311,240,0,40,2,rk,0,,1,1940-01-13,85,1028,1972-01-01,53,2,1,0,1
118777,118777,142883,2025-06-30,0,0,632,4,67065,42130121,320,0,40,1,oa,0,,1,2019-08-26,6,72,2019-08-26,6,1,9,998,9
13132,13132,111756,2025-06-30,0,0,1080,19,67067,42130311,320,0,40,2,so,134,,3,1990-09-02,35,420,2014-08-11,11,1,9,998,9
92540,92540,150397,2025-06-30,0,0,459,6,67069,22170722,520,0,40,2,oa,0,231.0,2,2021-03-15,4,54,2021-03-15,4,1,9,998,9
94690,94690,118021,2025-06-30,0,0,474,23,67065,51390741,220,0,40,1,oa,0,163.0,2,2016-07-30,9,109,2016-07-30,9,1,9,998,9
97008,97008,35128,2025-06-30,0,0,482,180,67069,21141327,510,0,40,2,oa,0,,1,1968-08-09,57,685,2002-02-01,23,2,2,0,1
22031,22031,179599,2025-06-30,0,0,1134,4,67063,13250152,720,0,40,2,ev,0,,1,1971-03-05,54,654,2023-11-01,1,4,9,998,9
52959,52959,14595,2025-06-30,0,0,214,34,67069,21220711,510,0,40,1,ev,0,,1,1978-05-13,47,568,1999-10-31,25,2,2,0,1
131259,131259,162481,2025-06-30,0,0,707,6,67071,31310121,420,0,40,2,so,166,,3,1973-12-07,51,621,2024-04-30,1,1,9,998,9
121156,121156,18917,2025-06-30,0,0,656,5,67069,21140341,510,0,40,1,ev,0,,1,1957-02-23,68,822,2025-01-01,0,2,2,0,1
74917,74917,127,2025-06-30,0,0,353,11,67071,31450312,430,0,40,2,rk,137,,3,1981-06-07,44,531,2010-06-04,15,1,9,998,9
164429,164429,31310,2025-06-30,0,0,896,93,67063,13170112,720,0,40,2,ev,0,,1,1966-04-18,59,712,1986-09-30,38,2,1,998,9
132166,132166,112363,2025-06-30,0,0,712,54,67067,52161911,230,0,40,2,oa,221,,3,1940-05-30,85,1023,2014-12-13,10,3,9,998,9
107870,107870,45480,2025-06-30,0,0,573,13,67065,41440411,240,0,40,2,rk,0,,1,1932-07-24,93,1117,1972-01-01,53,3,9,998,9
114047,114047,152322,2025-06-30,0,0,601,6,67061,12140132,210,0,40,1,oa,154,,3,1987-11-26,37,453,2023-06-11,2,2,2,998,9
147826,147826,119667,2025-06-30,0,0,799,200,67069,22110211,520,0,40,1,oa,0,,1,1945-05-03,80,964,2020-10-22,4,2,2,0,1
164456,164456,89242,2025-06-30,0,0,896,93,67063,13170112,720,0,40,1,so,150,,3,1973-09-24,51,623,2025-01-01,0,2,2,150,3
140248,140248,140974,2025-06-30,0,0,758,238,67061,12310541,130,0,40,1,so,125,,3,1990-05-11,35,424,2020-02-10,5,2,2,125,3
33440,33440,8512,2025-06-30,0,0,129,16,67071,31480521,430,0,40,2,oa,0,252.0,2,1978-08-16,47,565,1987-03-11,38,2,1,0,1
116229,116229,58144,2025-06-30,0,0,612,9,67069,22142113,520,0,40,1,oa,0,,1,1968-05-14,57,688,2007-12-01,17,4,9,998,9
40463,40463,29464,2025-06-30,0,0,151,6,67067,42120331,320,0,40,2,oa,0,,1,1968-11-29,56,681,1999-10-01,25,2,1,0,1
9278,9278,53617,2025-06-30,0,0,1057,80,67069,22120412,520,0,40,2,rk,0,137.0,2,2006-04-04,19,233,2006-04-04,19,1,9,998,9
135181,135181,7558,2025-06-30,0,0,727,28,67065,51390431,220,0,40,2,oa,0,,1,1976-09-15,49,588,1984-07-20,41,1,9,998,9
125735,125735,16685,2025-06-30,0,0,67,19,67063,15810413,630,0,40,1,rk,0,,1,1956-12-08,68,825,1974-08-24,51,4,9,998,9
70526,70526,176970,2025-06-30,0,0,318,4,67063,15230831,610,0,40,2,so,154,,3,1990-02-26,35,426,2022-12-01,2,2,1,154,3
94218,94218,124799,2025-06-30,0,0,469,99,67067,41220921,330,0,40,2,oa,353,,3,1985-06-09,40,483,2019-08-01,6,1,9,998,9
156235,156235,111946,2025-06-30,0,0,850,13A,67063,13130621,710,0,40,1,oa,163,,3,1994-11-21,30,369,2014-09-17,11,1,9,998,9
139364,139364,144649,2025-06-30,0,0,758,156,67061,12350241,130,0,40,2,rk,0,,1,1939-01-25,86,1039,2021-08-25,4,3,9,998,9
39309,39309,130089,2025-06-30,0,0,149,1,67063,13160321,710,0,40,2,oa,125,,3,2009-07-03,16,194,2016-08-27,9,1,9,998,9
159665,159665,97012,2025-06-30,0,0,870,42,67063,15210521,610,0,40,1,oa,327,,3,1952-08-23,73,876,2004-09-01,21,4,9,998,9
84415,84415,28675,2025-06-30,0,0,412,12,67071,31421021,420,0,40,1,oa,163,,3,1965-12-15,59,717,2025-01-01,0,2,2,163,3
79661,79661,116025,2025-06-30,0,0,372,15,67071,31161021,410,0,40,1,oa,0,,1,2016-04-14,9,113,2016-04-14,9,1,9,998,9
140982,140982,54285,2025-06-30,0,0,758,54,67061,51371311,220,0,40,1,rk,0,,1,1955-06-02,70,843,1955-06-02,70,2,2,0,1
31080,31080,137220,2025-06-30,0,0,120,29,67063,15270311,610,0,40,2,oa,165,,3,1999-10-16,25,311,2022-02-24,3,1,9,998,9
8214,8214,72423,2025-06-30,0,0,104,11,67065,41410311,240,0,40,1,rk,0,,1,1936-05-01,89,1072,1936-05-01,89,3,9,998,9
38722,38722,172952,2025-06-30,0,0,146,39,67061,12230111,120,0,40,1,oa,423,,3,2022-04-19,3,40,2024-05-01,1,1,9,998,9
117305,117305,100529,2025-06-30,0,0,621,17B,67065,51330521,220,0,40,1,oa,125,,3,1990-03-24,35,425,2021-01-05,4,2,2,125,3
35955,35955,84616,2025-06-30,0,0,140,42,67067,52152111,230,0,40,2,oa,0,,1,1963-09-20,61,743,2025-01-01,0,2,1,0,1
103676,103676,153031,2025-06-30,0,0,546,86,67059,11230531,110,0,40,2,oa,0,438.0,2,2020-05-01,5,64,2020-05-01,5,1,9,998,9
91700,91700,93811,2025-06-30,0,0,454,22,67067,41220431,330,0,40,1,oa,0,,1,1982-09-01,43,516,2013-09-14,12,2,2,0,1
42112,42112,36475,2025-06-30,0,0,167,45,67069,21240721,510,0,40,2,oa,0,,1,1988-05-14,37,448,2007-11-01,17,2,1,0,1
137455,137455,127544,2025-06-30,0,0,747,32,67071,31341235,430,0,40,1,so,475,,3,2006-03-08,19,234,2016-04-28,9,1,9,998,9
72190,72190,118178,2025-06-30,0,0,339,15,67071,31470212,430,0,40,2,oa,0,160.0,2,1953-05-26,72,867,2016-04-01,9,2,1,0,1
168676,168676,131394,2025-06-30,0,0,924,135,67061,12140221,210,0,40,1,so,125,,3,1983-08-21,42,504,2015-10-30,9,5,9,998,9
51204,51204,47690,2025-06-30,0,0,203,160,67071,31151511,410,0,40,1,rk,0,,1,1939-12-22,85,1028,1962-04-17,63,2,2,0,1
63361,63361,80393,2025-06-30,0,0,275,127,67071,35111021,440,0,40,2,oa,0,,1,1962-10-15,62,755,2025-01-01,0,2,1,0,1
41184,41184,180652,2025-06-30,0,0,161,16,67061,12280431,120,0,40,1,rk,0,,1,1994-05-09,31,376,2024-10-01,0,1,9,998,9
14008,14008,49618,2025-06-30,0,0,108,60,67061,12240141,120,0,40,2,rk,0,,1,1950-01-27,75,907,1989-03-22,36,2,1,0,1
9291,9291,77589,2025-06-30,0,0,1057,83,67069,22191021,520,0,40,2,oa,0,,1,1952-12-13,72,873,1966-10-17,58,2,1,0,1
107687,107687,42010,2025-06-30,0,0,56,22A,67071,31351512,420,0,40,2,oa,0,,1,1980-06-19,45,542,2001-01-01,24,2,9,998,9
63600,63600,34654,2025-06-30,0,0,275,161,67071,35111031,440,0,40,1,oa,0,,1,1969-02-17,56,679,1969-02-17,56,2,2,0,1
91156,91156,84027,2025-06-30,0,0,448,60,67063,13230331,720,0,40,1,rk,137,,3,1977-05-04,48,580,2015-02-10,10,1,9,998,9
17565,17565,58705,2025-06-30,0,0,1101,2,67063,15160241,620,0,40,1,ev,0,,1,1963-06-30,62,746,2008-06-13,17,2,2,0,1
33003,33003,176101,2025-06-30,0,0,1277,3A,67065,51350411,220,0,40,2,oa,273,,3,2009-04-18,16,196,2022-06-21,3,1,9,998,9
23538,23538,158988,2025-06-30,0,0,1140,6,67059,11150633,110,0,40,2,oa,125,,3,2021-03-01,4,54,2021-03-01,4,1,9,998,9
55786,55786,45265,2025-06-30,0,0,227,27,67067,41150221,310,0,40,1,ev,0,,1,1939-02-13,86,1039,1959-02-28,66,2,2,0,1
139947,139947,160472,2025-06-30,0,0,758,222,67061,12310641,130,0,40,1,so,460,,3,1982-01-01,43,524,2021-11-01,3,2,2,460,3
80535,80535,32956,2025-06-30,0,0,384,2,67069,22161221,520,0,40,1,rk,0,,1,1967-12-11,57,693,1967-12-11,57,4,9,998,9
50131,50131,141532,2025-06-30,0,0,197,39,67063,15141111,620,0,40,1,ev,0,,1,2019-10-25,5,70,2019-10-25,5,1,9,998,9
121601,121601,100091,2025-06-30,0,0,659,21,67063,13250122,720,0,40,1,ev,0,,1,1988-09-20,36,443,2020-08-14,5,1,9,998,9
575,575,51034,2025-06-30,0,0,1004,143,67071,31610811,430,0,40,2,oa,0,,1,1951-04-06,74,893,1998-07-15,27,3,9,998,9
97798,97798,117134,2025-06-30,0,0,486,2,67069,21140411,510,0,40,2,so,163,,3,1993-12-17,31,381,2016-09-26,8,2,1,163,3
80350,80350,113049,2025-06-30,0,0,382,1,67067,41221411,330,0,40,1,ev,0,,1,2014-12-11,10,129,2014-12-11,10,1,9,998,9
123414,123414,1744,2025-06-30,0,0,671,36,67067,52122211,230,0,40,2,ev,0,,1,1934-02-24,91,1098,2025-01-01,0,3,9,998,9
19100,19100,143783,2025-06-30,0,0,1108,17,67069,21110241,510,0,40,2,rk,130,,3,1990-04-04,35,425,2021-07-01,4,2,1,130,3
2658,2658,148933,2025-06-30,0,0,1015,1,67071,31480911,430,0,40,1,oa,0,137.0,2,2021-04-23,4,52,2021-04-23,4,1,9,998,9
149149,149149,8346,2025-06-30,0,0,807,11,67067,41240631,330,0,40,2,rk,0,,1,1950-04-27,75,904,2025-01-01,0,4,9,998,9
110057,110057,44526,2025-06-30,0,0,582,9B,67071,31411111,420,0,40,2,ev,0,,1,1939-06-14,86,1035,1959-09-05,66,3,9,998,9
68428,68428,65324,2025-06-30,0,0,30,6,67071,31420121,420,0,40,2,rk,152,,3,1970-03-29,55,665,2013-10-15,11,2,1,152,3
57240,57240,65142,2025-06-30,0,0,241,6,67063,15240821,610,0,40,1,rk,0,,1,1994-05-19,31,375,1994-05-19,31,1,9,998,9
122883,122883,13513,2025-06-30,0,0,666,26,67063,13140541,710,0,40,1,so,163,,3,1950-08-20,75,900,1973-06-20,52,2,2,163,3
21877,21877,116936,2025-06-30,0,0,1133,16,67071,31360231,430,0,40,2,ev,0,129.0,2,2015-11-06,9,118,2015-11-06,9,1,9,998,9
101037,101037,24512,2025-06-30,0,0,530,30,67063,13140331,710,0,40,1,ev,0,,1,1982-08-23,43,516,2014-02-01,11,1,9,998,9
180265,180265,83806,2025-06-30,0,0,990,19,67069,22170711,520,0,40,1,rk,0,,1,1958-05-16,67,808,2006-01-15,19,2,2,0,1
162477,162477,20208,2025-06-30,0,0,888,38,67063,15250131,610,0,40,2,ev,0,,1,1966-02-10,59,715,1966-02-10,59,2,1,0,1
118126,118126,35966,2025-06-30,0,0,627,51,67067,42140921,320,0,40,2,rk,0,,1,1971-03-03,54,654,1984-12-20,40,2,1,0,1
18330,18330,56061,2025-06-30,0,0,1104,60,67069,21121621,510,0,40,1,oa,0,,1,1958-01-15,67,812,1982-01-01,43,4,9,998,9
161721,161721,139963,2025-06-30,0,0,883,39,67061,12130931,210,0,40,1,so,475,,3,1977-05-01,48,580,2019-08-28,6,2,2,475,3
47299,47299,56406,2025-06-30,0,0,182,26,67069,23440123,530,0,40,1,oa,0,,1,1957-04-25,68,820,1987-05-01,38,2,2,0,1
1518,1518,118991,2025-06-30,0,0,100,26,67059,11150231,110,0,40,1,oa,0,,1,1956-03-02,69,834,2023-09-24,1,2,2,998,9
146389,146389,140597,2025-06-30,0,0,791,35,67069,22110441,520,0,40,2,oa,0,,1,2020-03-22,5,65,2020-03-22,5,1,9,998,9
94574,94574,82699,2025-06-30,0,0,473,3,67065,51380321,220,0,40,2,ev,0,,1,1962-09-05,63,756,1962-09-05,63,2,1,0,1
7548,7548,79380,2025-06-30,0,0,1043,5,67061,12350621,130,0,40,2,rk,0,243.0,2,2014-04-04,11,137,2014-04-04,11,1,9,998,9
101666,101666,95034,2025-06-30,0,0,538,19,67071,31321621,430,0,40,1,oa,163,,3,1978-12-10,46,561,2003-10-07,21,4,9,998,9
